"id","nome","lat","lng","cidade","bairro","rua","ais","categoria"
"914","156 - Rua Antonina do Norte - Rua Soares Bulcao","-373165653","-3855358538","Fortaleza",,,"AIS 04","AIS"
"915","157 - Rua Vinicius de Morais - Rua Estefania Mendes Mota","-373171837","-3855606738","Fortaleza",,,"AIS 04","AIS"
"916","160 - Rua Leiria Andrade - Rua Aristides Barreto Neto.","-3728772","-38555515","Fortaleza",,,"AIS 04","AIS"
"919","192 - Av. Sargento Herminio - Av. Jose Jatahy","-3724727","-38546433","Fortaleza",,,"AIS 04","AIS"
"920","271 - Rua Padre Ibiapina - Rua Julio Pinto","-37259","-38540691","Fortaleza",,,"AIS 04","AIS"
"921","341 - Av. Sargento Herminio Sampaio","-3724613","-38551209","Fortaleza",,,"AIS 04","AIS"
"924","VM AIS 05","-377820277476592","-3857358745317519","Fortaleza",,,"AIS 05","AIS"
"925","02 - Av. Sargento Herminio - Rua Carlindo Cruz","-3729628","-38574524","Fortaleza",,,"AIS 05","AIS"
"927","047 - Av.Borges de Melo (CISP)","-3760734831420331","-3852547817555167","Fortaleza",,,"AIS 05","AIS"
"928","057 - Rua Otoni L. de Oliveira - Tv. Moreira Gomes","-3770171","-38537215","Fortaleza",,,"AIS 05","AIS"
"929","106 - Rua Peru - Av. Senador Carlos Jereissati","-376948","-38550044","Fortaleza",,,"AIS 05","AIS"
"930","107 - Rua Alberto Magno - Rua Professor Costa Mendes","-3762009","-38547558","Fortaleza",,,"AIS 05","AIS"
"932","111 - Av. Professor Gomes de Matos - Rua Desembargador Praxedes","-3761911","-38546162","Fortaleza",,,"AIS 05","AIS"
"933","115 - Av. Borges de Melo - Rua Dmasceno Girao","-3752399","-38539988","Fortaleza",,,"AIS 05","AIS"
"934","116 - Rua Saldanha Marinho - Rua Barao de Aratanha","-3742826","-3852983","Fortaleza",,,"AIS 05","AIS"
"935","125 - Av. Aguanambi - Rotatoria","-3756533","-38523815","Fortaleza",,,"AIS 05","AIS"
"936","127 - Av. Eduardo Girao - Rotatoria Aguanambi","-3755487","-38526142","Fortaleza",,,"AIS 05","AIS"
"937","128 - Av. Aguanambi - Av.Borges de Melo","-376089642","-385237954","Fortaleza",,,"AIS 05","AIS"
"938","129 - Av. Eduardo Girao - Av. Deputado Oswaldo Studart","-3755322","-38529892","Fortaleza",,,"AIS 05","AIS"
"939","130 - Rua Mario Mamede - Rua Martinho Rodrigues","-3753861","-38526172","Fortaleza",,,"AIS 05","AIS"
"940","131 - Rua Dom Sebastiao Leme - Rua Bonfim Sobrinho","-3771946999999999","-38534878","Fortaleza",,,"AIS 05","AIS"
"941","132 - Rua Mestre Rosa - Rua Jaime Benevolo","-3741964","-38528688","Fortaleza",,,"AIS 05","AIS"
"942","133 - Rua Coronel Solon - Rua Monsenhor Otavio de Castro","-374308505","-3852769294","Fortaleza",,,"AIS 05","AIS"
"943","134 - Rua Dr. Jose Vitor - Rua Felino Barroso","-3747908","-38528197","Fortaleza",,,"AIS 05","AIS"
"944","136 - Rua 15 de Novembro - Rua Antonio Fiuza","-3770169","-38552235","Fortaleza",,,"AIS 05","AIS"
"946","139 -Av. Luciano Carneiro - Rua Desembargador Praxedes","-376501101","-3853678735","Fortaleza",,,"AIS 05","AIS"
"947","140 - Av. Domingos Olimpio - Rua Barao do Rio Branco","-3736736","-38531582","Fortaleza",,,"AIS 05","AIS"
"948","141 - Av. Domingos Olimpio - Rua Solon Pinheiro","-3737564","-38528747","Fortaleza",,,"AIS 05","AIS"
"949","222 - Av. General Osorio de Paiva - Av. Luiz Vieira","-3790931","-38588635","Fortaleza",,,"AIS 05","AIS"
"950","226 - Av. Carlos Amora - Rua Conego de Castro","-3774782","-38564064","Fortaleza",,,"AIS 05","AIS"
"951","243 - Av. Joao Pessoa - Rua Ceara","-3763396","-38558357","Fortaleza",,,"AIS 05","AIS"
"953","347 - Rua Santo Antonio - Paulino Nogueira","-3744111","-38537502","Fortaleza",,,"AIS 05","AIS"
"954","348 - Rua Betel - Av. Dr. Silas Munguba","-3786448","-3855016","Fortaleza",,,"AIS 05","AIS"
"956","62 - Rua Tavares Iracema - Rua Frei Marcelino","-3748529","-38556897","Fortaleza",,,"AIS 06","AIS"
"957","72 - Rua Papi Junior - Rua Professor Costa Mendes","-3748321","-38553951","Fortaleza",,,"AIS 06","AIS"
"958","73 - Rua Vicente de Paula - Rua Hipolito Pamplona","-3739119","-38596977","Fortaleza",,,"AIS 06","AIS"
"959","75 - Av. Olavo Bilac - Rua Barao do Crato","-3723093","-38566402","Fortaleza",,,"AIS 06","AIS"
"960","103 - UPA Autran Nunes","-375588954","-3859458278","Fortaleza",,,"AIS 06","AIS"
"961","119 - Av. Jovita Feitosa - Rua Raimundo Arruda","-373873","-38551052","Fortaleza",,,"AIS 06","AIS"
"962","121 - Av. Jovita Feitosa - Rua Amadeu Furtado","-3741131","-38562908","Fortaleza",,,"AIS 06","AIS"
"963","122 - Av. Jovita Feitosa - Rua General Piragibe","-3740186","-38557551","Fortaleza",,,"AIS 06","AIS"
"964","123 - Av. Jovita Feitosa - Rua Professor Lino Encarnacao","-3740896","-38561256","Fortaleza",,,"AIS 06","AIS"
"965","161 - Av. Mister Hull - Rua Demetrio de Menezes","-373845171","-3858306537","Fortaleza",,,"AIS 06","AIS"
"966","162 - Rua PEDRO MELO - RUA HUGO VICTOR","-3744052","-38591126","Fortaleza",,,"AIS 06","AIS"
"967","163 - Rua Manoel Soares - Rua Hipolito Pamplona","-3746594","-38595891","Fortaleza",,,"AIS 06","AIS"
"968","165 - Rua Rui Monte - Rua Coronel Joaquim Franklin","-374234605","-3858737065","Fortaleza",,,"AIS 06","AIS"
"969","166 - Rua Tomas Rodrigues - Rua Vicente de Paula","-3738588","-3859426078","Fortaleza",,,"AIS 06","AIS"
"970","167 - Av. Mister Hull - Rua Rui monte","-373924809","-3858764136","Fortaleza",,,"AIS 06","AIS"
"971","168 - Av. Mister Hull - Rua Hugo Vitor","-3739705","-38591591","Fortaleza",,,"AIS 06","AIS"
"972","169 - Av. Emilia Goncalves - Rua Deputado Matoso Filho","-373342","-38592519","Fortaleza",,,"AIS 06","AIS"
"973","170 - Av. Mozart Pinheiro de Lucena - Av. Independencia","-3724989","-38597548","Fortaleza",,,"AIS 06","AIS"
"974","171 - Av. Coronel CarvalhoÂ  - Rua Independencia","-3728672","-38585092","Fortaleza",,,"AIS 06","AIS"
"975","172 - Av. Sargento Herminio - Av. Coronel Carvalho","-3733889","-38584414","Fortaleza",,,"AIS 06","AIS"
"976","199 - Rua Coronel Joaquim Franklin - Rua Salgado Filho","-37435498","-3859495257","Fortaleza",,,"AIS 06","AIS"
"977","238 - Av. Senador Fernandes Tavora - Av. Coronel Matos Dourado","-3760164","-38585798","Fortaleza",,,"AIS 06","AIS"
"978","240 - Rua Diogo Correia - Rua Andre Reboucas","-3773993","-38588603","Fortaleza",,,"AIS 06","AIS"
"980","247 - Av. Lineu Machado - Av. Porto Velho","-3770195","-38579274","Fortaleza",,,"AIS 06","AIS"
"981","259 - Av. Carneiro de Mendonca - Av. Lineu Machado","-3760554","-3857399","Fortaleza",,,"AIS 06","AIS"
"982","346 - Rua Perdigao de Oliveira","-3774093","-38579166","Fortaleza",,,"AIS 06","AIS"
"983","349 - Rua Pernambuco","-3755069999999999","-38574631","Fortaleza",,,"AIS 06","AIS"
"984","350 - Rua Pernambuco","-3752549","-38576865","Fortaleza",,,"AIS 06","AIS"
"985","351 - Rua Pernambuco","-3746769","-38582543","Fortaleza",,,"AIS 06","AIS"
"986","353 - Rua Olavo Bilac","-3727099","-38565166","Fortaleza",,,"AIS 06","AIS"
"987","VM AIS 07","-3783890112587073","-3850787652878353","Fortaleza",,,"AIS 07","AIS"
"988","016 - Rua Capitao Aragao - Rua Alecrim","-376420278","-3850953655","Fortaleza",,,"AIS 07","AIS"
"990","018 - Av. Rogaciano Leite - Av. Jose Leon","-378736","-38503436","Fortaleza",,,"AIS 07","AIS"
"991","020 - BR 116 - Av. Jose Leon","-3787092","-38510836","Fortaleza",,,"AIS 07","AIS"
"993","023 - Av. Oliveira Paiva - Rua Dr. Jose Furtado","-3796262","-38488112","Fortaleza",,,"AIS 07","AIS"
"994","026 - Av. Washington Soares - Av. Edilson Brasil Soares","-3789566","-3848065","Fortaleza",,,"AIS 07","AIS"
"995","028 - Av. Jose Leon - Rua Jose Alves Cavalcante","-3789336","-38496096","Fortaleza",,,"AIS 07","AIS"
"996","029 - Av. Dr. Joao Maciel Filho x Rua Desembargador Feliciano de Ataide","-3785291","-38495453","Fortaleza",,,"AIS 07","AIS"
"997","030 - Av. Edilson Brasil Soares - Rua Professora Maria Consuelo de Almeida","-3788835","-38474516","Fortaleza",,,"AIS 07","AIS"
"998","031 - Rua Jose Felix de Lima - Av. Jose Evilasio Almeida de Miranda","-3794769","-38467357","Fortaleza",,,"AIS 07","AIS"
"999","034 - Av. Presidente Costa e Silva - Av. Pau Brasil","-3823897","-3854829","Fortaleza",,,"AIS 07","AIS"
"1001","067 - Rua Sete - Areninha Parque Dois Irmaos","-3795223","-38546631","Fortaleza",,,"AIS 07","AIS"
"1002","083 - Av. Dr. Valmir Pontes - Av. Contorno","-3770951999999998,5","-38474797","Fortaleza",,,"AIS 07","AIS"
"1003","084 - Rua Cidade Ecologica - Rua dos Coqueiros","-3772063","-38471586","Fortaleza",,,"AIS 07","AIS"
"1004","085 - Av. Pompilio Gomes - Rua Cristais Paulista","-3819231","-38520952","Fortaleza",,,"AIS 07","AIS"
"1005","097 - R. Gov. Manoel de Castro Filho - Edson Queiroz, Fortaleza - CE, 60811-595","-3764313158598064","-3847839521703059","Fortaleza",,,"AIS 07","AIS"
"1006","281 - Rua Sabiaguaba - Rua Dr. Bernardo Feitosa","-3779744","-38433432","Fortaleza",,,"AIS 07","AIS"
"1007","282 - Rua Sabiaguaba - CE-010","-3791645","-38442831","Fortaleza",,,"AIS 07","AIS"
"1008","293 - Av. Hermenegildo Sa Cavalcante - Av. Correa Lima","-3782391","-38467282","Fortaleza",,,"AIS 07","AIS"
"1009","294 - Rua Martins de Castro - Rua Cidade Ecologica","-3773573","-38467619","Fortaleza",,,"AIS 07","AIS"
"1010","295 - Av. Edilson Brasil Soares - Rua Correa Lima","-3787623","-38459256","Fortaleza",,,"AIS 07","AIS"
"1011","296 - Av. Engenheiro Leal Lima Verde - Rua Desembargador Feliciano de Ataide","-3786523","-38476401","Fortaleza",,,"AIS 07","AIS"
"1012","297 - Av. Engenheiro Leal Lima Verde - Rua Joaquim Frota","-3801629","-38475138","Fortaleza",,,"AIS 07","AIS"
"1013","298 - Av. Maestro Lisboa - Av. Odilon Guimaraes","-3807759","-38461609","Fortaleza",,,"AIS 07","AIS"
"1014","301 - Rua Euclides Onofre de Souza - Av. Jose Evilasio Almeida de Miranda","-3797162","-38467014","Fortaleza",,,"AIS 07","AIS"
"1015","312 - Av. Pompilio Gomes - Rua Professor Moreira de Souza","-3814496","-38520766","Fortaleza",,,"AIS 07","AIS"
"1016","313 - Av. Juscelino Kubitscheck x Rua Francisco Vasconcelos Junior","-3823351000000001","-3853672","Fortaleza",,,"AIS 07","AIS"
"1017","326 - BR 116 - Rua Tenente Roma","-376830012","-3851739149","Fortaleza",,,"AIS 07","AIS"
"1018","332 - BR 116 - Rua Enfermeiro Joaquim Pinto","-3801807","-38503958","Fortaleza",,,"AIS 07","AIS"
"1019","342 - Rua Estrada do Itaperi - Rua 3","-3822351","-38529665","Fortaleza",,,"AIS 07","AIS"
"1021","354 - Rua Menor Jeronimo - Av. Prudente Brasil","-3813618","-38535715","Fortaleza",,,"AIS 07","AIS"
"1022","355 - Av. 2 - Rua Alvares Cabral","-3804675","-3855319","Fortaleza",,,"AIS 07","AIS"
"1023","361 - Av. Presidente Costa e Silva - Rua Santa Luzia","-3828926","-38529377","Fortaleza",,,"AIS 07","AIS"
"1024","365 - Rua 10 - Rua 5","-3818916","-38530752","Fortaleza",,,"AIS 07","AIS"
"1025","366 - Av. Raul Barbosa - Rua Congresso","-3776838","-38513251","Fortaleza",,,"AIS 07","AIS"
"1026","367 - Av Placido Castelo - Rua Castro de Alencar","-3782211","-38506103","Fortaleza",,,"AIS 07","AIS"
"1027","376 - Av. Raul Barbosa - Rua Capitao Clovis Maia","-376754","-3850927","Fortaleza",,,"AIS 07","AIS"
"1028","387 - Rua Coronel Goncalo - Av. Raul Barbosa","-3773653","-38512667","Fortaleza",,,"AIS 07","AIS"
"1030","399 - Av. do Contorno x R. P","-3807236077673545,5","-3851918339909994","Fortaleza",,,"AIS 07","AIS"
"1031","400 - Av. Oliveira Paiva - Rua Monsenhor Antero","-3795614","-38493107","Fortaleza",,,"AIS 07","AIS"
"1032","401 - Av. Alberto Craveiro x Av. do Contorno","-3803812096731253,5","-3852199802004103","Fortaleza",,,"AIS 07","AIS"
"1033","402 - Av. do Contorno x R. Maestro Neo Miranda","-3804701479378082","-3852073977571605","Fortaleza",,,"AIS 07","AIS"
"1034","404 - Av. Dep.Paulino Rocha x R. Amancio Pereira","-3809602407784901","-3852147014388077","Fortaleza",,,"AIS 07","AIS"
"1036","406 - Av. Dep. Paulino Rocha x Av. Alberto Craveiro","-3807634289429925,5","-3852532047830017","Fortaleza",,,"AIS 07","AIS"
"1037","VM AIS 08","-3714848189153301","-3858886249269656,5","Fortaleza",,,"AIS 08","AIS"
"1038","04 - Av. Francisco Sa - Rua Francisco Calaca","-3712243","-38572319","Fortaleza",,,"AIS 08","AIS"
"1039","05 - Rua Carnaubal - Rua Rio Tocantins","-3722661","-38581101","Fortaleza",,,"AIS 08","AIS"
"1040","06 - Rua Conselheiro Lafayette - Rua Tulipa","-3718135","-38580951","Fortaleza",,,"AIS 08","AIS"
"1041","53 - Rua Maria Clara - Rua George Cavalcante","-3724114","-38592919","Fortaleza",,,"AIS 08","AIS"
"1042","61 - Rua Jose de Vasconcelos - Rua Candido Castelo Branco","-3706667","-38583389","Fortaleza",,,"AIS 08","AIS"
"1043","149 - Av. Francisco Sa - Av. Tenente Lisboa","-3717689","-38556366","Fortaleza",,,"AIS 08","AIS"
"1044","174 - Av. Mozart Pinheiro de Lucena - Av. Major Assis","-372155548","-385967098","Fortaleza",,,"AIS 08","AIS"
"1045","175 - Av. Mozart Pinheiro de Lucena - Rua Tenente Eliezer Costa","-3709687","-38593139","Fortaleza",,,"AIS 08","AIS"
"1046","178 - Vila do Mar - Av. Dr. Theberge","-3705482","-38561926","Fortaleza",,,"AIS 08","AIS"
"1047","179 - Av. Costa Oeste - Av. Pasteur","-3708765","-38558167","Fortaleza",,,"AIS 08","AIS"
"1048","181 - Av. Francisco Sa - Rua Tulipa","-3710391","-38578084","Fortaleza",,,"AIS 08","AIS"
"1049","185 - Av. Leste Oeste - Rua Vila Velha","-3700711553568307,5","-3858614209044959","Fortaleza",,,"AIS 08","AIS"
"1050","186 - Rua Robert Kennedy - Av. 20 de Janeiro","-3706167","-38580194","Fortaleza",,,"AIS 08","AIS"
"1051","200 -RAUMUNDO BIZARRIA  X AV TEN LISBOA","-3729713","-38580618","Fortaleza",,,"AIS 08","AIS"
"1052","356 - Av. Major Assis - Av. L","-3719794","-3860301","Fortaleza",,,"AIS 08","AIS"
"1053","357 - Av. W. Luiz - Av. Mozart Pinheiro De Lucena","-3715918","-38595015","Fortaleza",,,"AIS 08","AIS"
"1054","358 - Av. Benu Marcondes - Av. L","-3711800999999999","-38599457","Fortaleza",,,"AIS 08","AIS"
"1055","371 - Rua Marechal Napion - Av. 20 de Janeiro","-3705316","-3858194","Fortaleza",,,"AIS 08","AIS"
"1056","383 - Rua Frei Odilon - Rua Expedito Xavier","-3723633","-38572384","Fortaleza",,,"AIS 08","AIS"
"1057","384 - Rua Teodomiro Castro - Rua Graca Aranha","-3717058999999999","-38576405","Fortaleza",,,"AIS 08","AIS"
"1058","VM AIS 09","-3815681349079569","-3858970311229681","Fortaleza",,,"AIS 09","AIS"
"1059","36 - Av. A - Av. I","-3825928","-38550985","Fortaleza",,,"AIS 09","AIS"
"1060","37 - Av. D - Av. I","-3830346","-38560166","Fortaleza",,,"AIS 09","AIS"
"1061","38 - Rua Jose Matias dos Santos - Estrada da Aldeia","-3834525","-3854656","Fortaleza",,,"AIS 09","AIS"
"1062","39 - Av. Rad. Joao Ramos - Av. Bernardo Manuel","-3843603","-38565464","Fortaleza",,,"AIS 09","AIS"
"1063","40 - Av. Godofredo Maciel - Rua Artur de Sousa","-382366","-38578494","Fortaleza",,,"AIS 09","AIS"
"1064","41 - Av. Presidente Costa e Silva - Av. Um.","-3817828","-38565271","Fortaleza",,,"AIS 09","AIS"
"1065","43 - Av. Um - Rua Amaro Jose de Sousa","-3824827","-38568132","Fortaleza",,,"AIS 09","AIS"
"1066","44 - Rua Monte Libano - Rua Amaro Jose de Sousa","-3827663","-38564187","Fortaleza",,,"AIS 09","AIS"
"1067","58 - Rua Miguel de Aragao - Rua Nossa Sra. Aparecida","-3833439","-38586702","Fortaleza",,,"AIS 09","AIS"
"1068","66 - Av. D - Rua 69","-3831704","-38555167","Fortaleza",,,"AIS 09","AIS"
"1069","68 - Av. Penetracao Oeste - Areninha Conj. Esperanca","-3814595488125184","-3858721667525899","Fortaleza",,,"AIS 09","AIS"
"1070","105 - UPA Canindezinho","-3822169","-38609383","Fortaleza",,,"AIS 09","AIS"
"1071","214-Av Osorio de Paiva - Rua Martins Carvalho","-3798054","-38595829","Fortaleza",,,"AIS 09","AIS"
"1073","219 - Av. Godofredo Maciel - Rua Benjamin Brasil","-380332","-38571872","Fortaleza",,,"AIS 09","AIS"
"1074","220 - Av. Godofredo Maciel - Rua Maria Gomes de Sa","-3826855","-38579846","Fortaleza",,,"AIS 09","AIS"
"1075","228 - Rua Conego de Castro - Rua Joao Ramalho","-379968","-38587131","Fortaleza",,,"AIS 09","AIS"
"1076","229 -","-3807535","-38594346","Fortaleza",,,"AIS 09","AIS"
"1077","230 - Rua Conego de Castro - Rua Jardim Fluminense","-3812797","-38597953","Fortaleza",,,"AIS 09","AIS"
"1078","231 - Rua Conego de Castro - Rua Tulipa Negra","-3817403","-38600794","Fortaleza",,,"AIS 09","AIS"
"1079","359 - Av C - Av I","-3829823","-38551964","Fortaleza",,,"AIS 09","AIS"
"1080","360 - Av. A - Av. Pau Brasil","-3827161","-38547619","Fortaleza",,,"AIS 09","AIS"
"1081","372 - Av. H - Av I","-384203394","-385559781","Fortaleza",,,"AIS 09","AIS"
"1082","VM AIS 10","-3743123390938864","-3846856519014183,5","Fortaleza",,,"AIS 10","AIS"
"1083","10 - Av. Governador Raul Barbosa - Rua Evaristo Reis","-3761562","-38507782","Fortaleza",,,"AIS 10","AIS"
"1086","78 - Rua Prisco Bezerra - Rua Ari Barroso","-3740853","-38469258","Fortaleza",,,"AIS 10","AIS"
"1087","82 - Rua Des. Lauro Nogueira - Rua Cesar Fonseca","-374193456","-3847272816","Fortaleza",,,"AIS 10","AIS"
"1088","102 - UPA Praia do Futuro - Rua Julio Silva - Av. Ptr. Antonio Bandeira","-3745007","-38454106","Fortaleza",,,"AIS 10","AIS"
"1092","272 - Alameda das Boas Noites - Av. Central","-3749685","-38471632","Fortaleza",,,"AIS 10","AIS"
"1094","288 - Av. Dr. Aldy Mentor - Av. das Castanholeiras","-3753015","-38468521","Fortaleza",,,"AIS 10","AIS"
"1095","289 - Av. Dr Aldy Mentor - Rua 21","-3754891","-38463078","Fortaleza",,,"AIS 10","AIS"
"1096","290 - Av. Dr. Aldy Mentor - Rua Professora Francisca Almeida de Sousa","-3754763","-38454284","Fortaleza",,,"AIS 10","AIS"
"1099","368 - Rua do Canal - Av. Raul Barbosa","-376226","-38508549","Fortaleza",,,"AIS 10","AIS"
"1100","369 - Av. Almirante Maxminiano da Fonseca - Av. Coronel Miguel Dias","-3770744","-38487958","Fortaleza",,,"AIS 10","AIS"
"1101","370 - Rua Firmino Rocha Aguiar - Rua Alberto Feitosa Lima","-3763336","-38484642","Fortaleza",,,"AIS 10","AIS"
"1102","378 - Av. Geneneral Murilo Borges","-376362","-38487789","Fortaleza",,,"AIS 10","AIS"
"1103","PC 27 - Av. Beira Mar - Av. Rui Barbosa (Boteco Praia)","-3723077","-38505165","Fortaleza",,,"","FORTALEZA - LEGADO"
"1104","PC 28 - Av. Beira Mar - Rua Ildefonso Albano (Tia Nair)","-3721106","-38509426","Fortaleza",,,"","FORTALEZA - LEGADO"
"1105","PC 29 - Av. Historiador Raimundo Girao - Rua Barao de Aracati","-3722186","-38508487","Fortaleza",,,"","FORTALEZA - LEGADO"
"1106","PC 30 - Av. Washington Soares - Rua Firmino Rocha Aguiar","-3762867","-38482618","Fortaleza",,,"","FORTALEZA - LEGADO"
"1107","Cam 01 - Rua Costa Barros x Rua Carlos Vasconcelos","-3730851","-38510151","Fortaleza",,,"","FORTALEZA - LEGADO"
"1108","Cam 02 - Av. Alberto Nepobuceno X R Joao Moreira","-3723737","-38524681","Fortaleza",,,"","FORTALEZA - LEGADO"
"1109","Cam 03 - Rua Conde Dâ€™Eu, 429 x Rua Castro e Silva","-3724625000000001","-38525024","Fortaleza",,,"","FORTALEZA - LEGADO"
"1110","Cam 04 - Av. Jose Bastos, 3660 x Rua Prof.Âª Costa Mendes Jose","-3750791","-38551365","Fortaleza",,,"","FORTALEZA - LEGADO"
"1111","Cam 05 - Av. Barao de Studart x Av. Santos Dumont","-3733605","-38506363","Fortaleza",,,"","FORTALEZA - LEGADO"
"1112","Cam 06 - Rua Br. de Aracati, 1019 / Rua Costa Barros","-3730449","-38511208","Fortaleza",,,"","FORTALEZA - LEGADO"
"1113","Cam 07 - Rua Costa Barros / Av. Dom Manuel","-3727446","-38520706","Fortaleza",,,"","FORTALEZA - LEGADO"
"1114","Cam 08 - Av. Antonio Sales / Rua Osvaldo Cru","-374509","-38503494","Fortaleza",,,"","FORTALEZA - LEGADO"
"1115","Cam 09 - Av. Antonio Sales / Av. Barao de Sturdart","-3743267","-38509308","Fortaleza",,,"","FORTALEZA - LEGADO"
"1116","Cam 10 - Rua Alberto Nepomuceno / Travessa Ico","-3722122999999999","-38523678","Fortaleza",,,"","FORTALEZA - LEGADO"
"1117","Cam 11 - Av. Pessoa Anta Canteiro central","-3721293","-38523193","Fortaleza",,,"","FORTALEZA - LEGADO"
"1118","Cam 12 - Av. Santos Dumont, 1565 / Rua Rui Barbosa","-3732928","-38508476","Fortaleza",,,"","FORTALEZA - LEGADO"
"1119","Cam 13 - Av. Dom Luiz / Rua Tiburcio Cavalcante","-373209","-38501373","Fortaleza",,,"","FORTALEZA - LEGADO"
"1120","Cam 14 - Av. Almirante Tamandare - Dragao do Mar- Praca","-3721828","-3851989","Fortaleza",,,"","FORTALEZA - LEGADO"
"1121","Cam 15 - Av. Beira Mar / Av. Barao de Studart","-3723955999999998,5","-38503227","Fortaleza",,,"","FORTALEZA - LEGADO"
"1122","Cam 16 - Av. Beira Mar / Osvaldo Cruz","-3725642","-38497166","Fortaleza",,,"","FORTALEZA - LEGADO"
"1123","Cam 17 - Av. Beira Mar / Rua Julio Ibiapina","-3725557","-38491596","Fortaleza",,,"","FORTALEZA - LEGADO"
"1124","Cam 18 - Av. Domingos Olimpio / Av. Aguanambi","-3738687999999998,5","-38524685","Fortaleza",,,"","FORTALEZA - LEGADO"
"1125","Cam 19 - Av. Aguanambi / Rua Mestre Rosa","-374156","-38525955","Fortaleza",,,"","FORTALEZA - LEGADO"
"1126","Cam 20 - Av. Aguanambi / Rua Jose Euclides","-3752284","-38523521","Fortaleza",,,"","FORTALEZA - LEGADO"
"1127","Cam 21 - Av. Luciano Carneiro - Rua Ministro Joaquim Bastos","-3750247","-38532131","Fortaleza",,,"","FORTALEZA - LEGADO"
"1128","Cam 22 - Av. 13 de Maio / Rua Jaime Benevolo","-3748079","-38530716","Fortaleza",,,"","FORTALEZA - LEGADO"
"1129","Cam 23 - Av. Barao Studart / Rua Tenente Benevolo","-3729384","-38504845","Fortaleza",,,"","FORTALEZA - LEGADO"
"1130","Cam 24 - Rua Floriano Peixoto Praca do Ferreira","-3727824","-38527294","Fortaleza",,,"","FORTALEZA - LEGADO"
"1131","Cam 25 - Rua Antonio Pompeu / Rua Senador Pompeu","-3734362","-38531864","Fortaleza",,,"","FORTALEZA - LEGADO"
"1132","Cam 26 - Av. Duque de Caxias / Av. Visconde Rio Branco","-3733535","-38524666","Fortaleza",,,"","FORTALEZA - LEGADO"
"1133","Cam 27 - Av. 13 de MAIO / Rua Osvaldo Studart","-3751821","-38526554","Fortaleza",,,"","FORTALEZA - LEGADO"
"1134","Cam 28 - Av. Pontes Vieira - Parque Rio Branco","-3753232","-38518562","Fortaleza",,,"","FORTALEZA - LEGADO"
"1135","Cam 29 - Av. 13 de MAIO / Rua Senador Pompeu","-3744525","-38534981","Fortaleza",,,"","FORTALEZA - LEGADO"
"1136","Cam 30 - Av. H.Eduardo Saboia /Rua Tavares Coutinho","-373258","-38482964","Fortaleza",,,"","FORTALEZA - LEGADO"
"1137","Cam 31 - Av. Humberto Monte / Rua Azevedo Bolao","-3738736","-38569187","Fortaleza",,,"","FORTALEZA - LEGADO"
"1138","Cam 32 - Av. Sen. Virgilio Tavora / Rua Antonio Justa","-3728809","-38490688","Fortaleza",,,"","FORTALEZA - LEGADO"
"1139","Cam 33 - Av. Rui Barbosa / Rua Torres Camara","-3734983","-38509151","Fortaleza",,,"","FORTALEZA - LEGADO"
"1140","Cam 34 - Av. Dede Brasil / Av. Expedicionarios","-3787661","-38547989","Fortaleza",,,"","FORTALEZA - LEGADO"
"1141","Cam 35 - Av. Jose Bastos / Av. Humberto Monte","-3754886","-38555492","Fortaleza",,,"","FORTALEZA - LEGADO"
"1142","Cam 36 - Av. Domingos Olimpio / Av. da Universidade","-3735516","-38534111","Fortaleza",,,"","FORTALEZA - LEGADO"
"1143","Cam 37 - Av. 13 de Maio / Av. Universidade","-3741056","-38539173","Fortaleza",,,"","FORTALEZA - LEGADO"
"1144","Cam 38 - Av. Dede Brasil / Av. Germano Franck","-3777761","-38562584","Fortaleza",,,"","FORTALEZA - LEGADO"
"1145","Cam 39 - Av. Gomes de Matos / Rua Samuel Uchoa","-3757203","-38542183","Fortaleza",,,"","FORTALEZA - LEGADO"
"1146","Cam 40 - Av. Gomes de Matos / Rua Samuel Uchoa","-3752399","-38549427","Fortaleza",,,"","FORTALEZA - LEGADO"
"1147","Cam 41 - Av. Sgto. Herminio / Praca do Polo de Lazer","-3726119","-38558872","Fortaleza",,,"","FORTALEZA - LEGADO"
"1148","Cam 42 - Av. Barao Studart /
Rua Dep. Moreira Rocha","-3727355","-385042","Fortaleza",,,"","FORTALEZA - LEGADO"
"1149","Cam 43 - Av. Prof. Otavio Lobo /
Av. Pe. Antonio Tomas","-3746494999999999","-38479923","Fortaleza",,,"","FORTALEZA - LEGADO"
"1150","Cam 44 - Rua Lauro Nogueira / Rua Andre Dallâ€™olio / Rua Otavio Lobo","-3740679","-38476429","Fortaleza",,,"","FORTALEZA - LEGADO"
"1151","Cam 45 - Rua Sao Paulo / Rua Visconde de Saboia / Rua Conde Dâ€™Eu","-3726603","-38525955","Fortaleza",,,"","FORTALEZA - LEGADO"
"1152","Cam 46 - Av. Visconde do Rio Branco / Rua Paulo Firmeza","-37576","-38519787","Fortaleza",,,"","FORTALEZA - LEGADO"
"1153","Cam 48 - Av. Alberto Sa /Av. Eng. Santana JR / R.Avila Goulart","-3733372","-38480534","Fortaleza",,,"","FORTALEZA - LEGADO"
"1154","Cam 49 - Av. Des. Moreira / Av. Santos Dumont","-3736155999999998,5","-38498428","Fortaleza",,,"","FORTALEZA - LEGADO"
"1155","Cam 50 - Av. Santos Dumont / Rua Otavio Lobo","-3742788","-38477859","Fortaleza",,,"","FORTALEZA - LEGADO"
