"id","nome","lat","lng","cidade","bairro","rua","ais","categoria"
"2142","07 - Av. N com R. D","-3718442","-38603756","Fortaleza",,,"","TORRES"
"2143","08 - R. Pedro Ferreira com R. Pedro Sampaio","-3722991","-3859927","Fortaleza",,,"","TORRES"
"2144","09 - R. E com R. Gama","-3712432999999999","-38601669","Fortaleza",,,"","TORRES"
"2145","10 - Av. Ambientalista Ary Thiers x Av.Dom Aloi","-3716093","-38597393","Fortaleza",,,"","TORRES"
"2146","11 - Av. L x  R. Orquideas","-3710574056124018","-3859882544253514","Fortaleza",,,"","TORRES"
"2147","12 - R. Raimundo Cunha com Av. Major Assis","-3716995","-3860907","Fortaleza",,,"","TORRES"
"2148","13 - Av. Independencia com R. Ilha Dourada","-3722722","-38605286","Fortaleza",,,"","TORRES"
"2149","14 - Av. K com  Av.D","-3715601","-38599014","Fortaleza",,,"","TORRES"
"2150","15 - Av. G com R. Nova Esperanca","-3715199","-38605938","Fortaleza",,,"","TORRES"
"2151","Ponto 01","-3700380555555556","-3858682222222222,5","Fortaleza",,,"","TORRES"
"2152","Ponto 02","-3700902777777778","-3858894722222222","Fortaleza",,,"","TORRES"
"2153","Ponto 03","-3699457134027296","-3858785696955893","Fortaleza",,,"","TORRES"
"2154","Ponto 04","-3704855555555556,5","-3858028055555556","Fortaleza",,,"","TORRES"
"2155","Ponto 05","-3696863888888888,5","-3858655555555556","Fortaleza",,,"","TORRES"
"2156","Ponto 06","-3707630555555556","-3858381111111111","Fortaleza",,,"","TORRES"
"2157","Ponto 07","-370635","-3858831666666666,5","Fortaleza",,,"","TORRES"
"2158","Ponto 08","-3707813888888889","-3859041388888889","Fortaleza",,,"","TORRES"
"2159","Ponto 09","-3704186111111111","-3858958888888889","Fortaleza",,,"","TORRES"
"2160","Ponto 10","-3703458333333334,5","-3858575833333334","Fortaleza",,,"","TORRES"
"2161","Ponto 11","-3694355555555556","-3858510833333334","Fortaleza",,,"","TORRES"
"2162","Fora","-3708936296268084","-3859926416845579","Fortaleza",,,"","TORRES"
"2163","Fora","-3712191162293058,5","-3858010272796763","Fortaleza",,,"","TORRES"
"2164","Fora","-3712221473614782","-3858924389397615","Fortaleza",,,"","TORRES"
"2165","Ponto 01","-3784752","-38439686","Fortaleza",,,"","TORRES"
"2166","Ponto 02","-3778344","-3843079","Fortaleza",,,"","TORRES"
"2167","Ponto 03","-3776422","-38435421","Fortaleza",,,"","TORRES"
"2168","Ponto 04","-3770239","-38439186","Fortaleza",,,"","TORRES"
"2169","Ponto 05","-3734806","-38455864","Fortaleza",,,"","TORRES"
"2170","Ponto 06","-3774136","-38439091","Fortaleza",,,"","TORRES"
"2171","Ponto 07","-3767126000000001","-38440613","Fortaleza",,,"","TORRES"
"2172","Ponto 08","-3762366","-38441418","Fortaleza",,,"","TORRES"
"2173","Ponto 09","-3772808","-38442711","Fortaleza",,,"","TORRES"
"2174","Ponto 10","-377237","-38444313","Fortaleza",,,"","TORRES"
"2175","Ponto 11","-3759392","-38443035","Fortaleza",,,"","TORRES"
"2176","Ponto 12","-3766673","-38442383","Fortaleza",,,"","TORRES"
"2177","Ponto 13","-3765218","-38439636","Fortaleza",,,"","TORRES"
"2178","Ponto 14","-3763876000000001,5","-38442177","Fortaleza",,,"","TORRES"
"2179","Ponto 15","-375896","-38444531","Fortaleza",,,"","TORRES"
"2180","Ponto 16","-3762013","-38445396","Fortaleza",,,"","TORRES"
"2181","Ponto 17","-3755397","-3844487","Fortaleza",,,"","TORRES"
"2182","Ponto 18","-3755882000000001","-38446007","Fortaleza",,,"","TORRES"
"2183","Ponto 19","-374866","-38448265","Fortaleza",,,"","TORRES"
"2184","Ponto 20","-3736792","-38454712","Fortaleza",,,"","TORRES"
"2185","Ponto 21","-3757693","-38451435","Fortaleza",,,"","TORRES"
"2186","01 -Av. Gen. Osorio de Paiva","-3807417","-38604618","Fortaleza",,,"","TORRES"
"2187","02 - R. Pitangueira com R. Itatiaia","-3808878","-38602543","Fortaleza",,,"","TORRES"
"2188","03 - R. Itatiaia","-3807174","-38601566","Fortaleza",,,"","TORRES"
"2189","04 - R. Jardim Fluminense","-3810526","-38601753","Fortaleza",,,"","TORRES"
"2190","05 - R. Pedestal IX","-3815429","-38604809","Fortaleza",,,"","TORRES"
"2191","06 - Av. Gen. Osorio de Paiva","-3812545","-38609623","Fortaleza",,,"","TORRES"
"2192","07 - Av. Gen. Osorio de Paiva","-3803951","-38601196","Fortaleza",,,"","TORRES"
"2193","08 - R. Monte Pascoal com R.Timoteo","-3805485","-3859819","Fortaleza",,,"","TORRES"
"2194","09 - Rua Francisco Machado","-3806804000000001,5","-38606445","Fortaleza",,,"","TORRES"
"2195","10 - R. Gen. Rabelo","-3805419","-38605305","Fortaleza",,,"","TORRES"
"2196","11 - R. Jardim Paruara","-3800648","-38607685","Fortaleza",,,"","TORRES"
"2197","12 - R. Maria de Jesus","-3802678","-38608383","Fortaleza",,,"","TORRES"
"2198","13 - R. Tomas Francisco Facanha","-3804732","-38608498","Fortaleza",,,"","TORRES"
"2199","14 - R Ipiranga com R. Alves Bezerra","-3805374","-3861137","Fortaleza",,,"","TORRES"
"2200","15 - R Cesarina Batista com R. Jose Mauricio","-3808103","-38609848","Fortaleza",,,"","TORRES"
"2201","TORRE BOM SUCESSO","-377946473","-3859436396","Fortaleza",,,"","TORRES"
"2202","P01","-378007066","-3859392238","Fortaleza",,,"","TORRES"
"2203","POST01_CAM22_FIXALPR_ BONSUCESSO","-378004354","-3859397643","Fortaleza",,,"","TORRES"
"2204","POST01_CAM21_FIXALPR_ BONSUCESSO","-378005253","-3859385935","Fortaleza",,,"","TORRES"
"2205","POST01_CAM01_LPTZ_BONSUCESSO","-3780115879999999","-3859389534","Fortaleza",,,"","TORRES"
"2207","POST02_CAM02_LPTZ_BONSUCESSO","-377993794","-385915333","Fortaleza",,,"","TORRES"
"2208","POST02_CAM24_FIXALPR_ BONSUCESSO","-377982525","-3859149088","Fortaleza",,,"","TORRES"
"2209","POST02_CAM23_FIXALPR_ BONSUCESSO","-377995199","-3859167094","Fortaleza",,,"","TORRES"
"2210","P03","-377734691","-3859245568","Fortaleza",,,"","TORRES"
"2211","POST03_CAM03_LPTZ_BONSUCESSO","-377736217","-3859245368","Fortaleza",,,"","TORRES"
"2212","POST03_CAM25_FIXALPR_BONSUCESSO","-37773921","-385923656","Fortaleza",,,"","TORRES"
"2213","P04","-377687846","-3859667068","Fortaleza",,,"","TORRES"
"2214","POST04_CAM04_LPTZ_BONSUCESSO","-3776839910000001","-3859667413","Fortaleza",,,"","TORRES"
"2215","P05","-377874279","-3859820084","Fortaleza",,,"","TORRES"
"2216","POST05_CAM05_LPTZ_BONSUCESSO","-377876039","-3859820322","Fortaleza",,,"","TORRES"
"2217","POST05_CAM25_FIXALPR_BONSUCESSO","-377874276","-385981468","Fortaleza",,,"","TORRES"
"2218","POST05_CAM26_FIXALPR_BONSUCESSO","-37787052","-3859821203","Fortaleza",,,"","TORRES"
"2219","P06","-378399894","-3859825245","Fortaleza",,,"","TORRES"
"2220","POST06_CAM06_LPTZ_BONSUCESSO","-37840073","-3859823205","Fortaleza",,,"","TORRES"
"2221","P07","-378324683","-3859559602","Fortaleza",,,"","TORRES"
"2222","POST07_CAM07_LPTZ_BONSUCESSO","-378324683","-3859558599","Fortaleza",,,"","TORRES"
"2223","POST07_CAM27_FIXALPR_BONSUCESSO","-3783147270000001","-38595488","Fortaleza",,,"","TORRES"
"2224","P08","-378363442","-3859256982","Fortaleza",,,"","TORRES"
"2225","POST08_CAM08_LPTZ_BONSUCESSO","-378366129","-3859257167","Fortaleza",,,"","TORRES"
"2226","POST08_CAM28_FIXALPR_BONSUCESSO","-378360716","-3859232667","Fortaleza",,,"","TORRES"
"2227","P09","-378167029","-3859047234","Fortaleza",,,"","TORRES"
"2228","POST09_CAM09_LPTZ_BONSUCESSO","-378164074","-3859048104","Fortaleza",,,"","TORRES"
"2229","P10","-3781759339999999","-3858749131","Fortaleza",,,"","TORRES"
"2230","POST10_CAM10_LPTZ_BONSUCESSO","-378175631","-3858745526","Fortaleza",,,"","TORRES"
"2231","POST10_CAM29_FIXALPR_BONSUCESSO","-378184021","-3858738353","Fortaleza",,,"","TORRES"
"2232","POST10_CAM30_FIXALPR_BONSUCESSO","-378169501","-3858740125","Fortaleza",,,"","TORRES"
"2233","P11","-377746236","-3858788961","Fortaleza",,,"","TORRES"
"2234","POST11_CAM11_LPTZ_BONSUCESSO","-377746148","-3858788682","Fortaleza",,,"","TORRES"
"2235","POST11_CAM31_FIXALPR_BONSUCESSO","-3777290450000001","-3858783565","Fortaleza",,,"","TORRES"
"2236","POST11_CAM32_FIXALPR_BONSUCESSO","-377738998","-3858788063","Fortaleza",,,"","TORRES"
"2237","â€‹P12","-377528329","-3859037627","Fortaleza",,,"","TORRES"
"2238","POST12_CAM12_LPTZ_BONSUCESSO","-377528848","-3859037526","Fortaleza",,,"","TORRES"
"2239","P13","-377278719","-3859554972","Fortaleza",,,"","TORRES"
"2240","POST13_CAM13_LPTZ_BONSUCESSO","-3772786749999999","-3859559451","Fortaleza",,,"","TORRES"
"2241","P14","-377400261","-3859882443","Fortaleza",,,"","TORRES"
"2242","POST14_CAM14_LPTZ_BONSUCESSO","-377400936","-3859882313","Fortaleza",,,"","TORRES"
"2243","POST14_CAM33_FIXALPR_BONSUCESSO","-377395745","-3859898655","Fortaleza",,,"","TORRES"
"2244","POST14_CAM34_FIXALPR_BONSUCESSO","-377411124","-3859896847","Fortaleza",,,"","TORRES"
"2245","â€‹P15","-377738661","-3859999365","Fortaleza",,,"","TORRES"
"2246","POST15_CAM15_LPTZ_BONSUCESSO","-377740583","-3859997819","Fortaleza",,,"","TORRES"
"2247","POST16_CAM16_LPTZ_BONSUCESSO","-378021706","-3860074622","Fortaleza",,,"","TORRES"
"2248","P16","-378020953","-3860074886","Fortaleza",,,"","TORRES"
"2249","â€‹P17","-378438059","-3860189072","Fortaleza",,,"","TORRES"
"2250","POST17_CAM17_LPTZ_BONSUCESSO","-3784369990000001","-3860190786","Fortaleza",,,"","TORRES"
"2251","POST17_CAM36_FIXALPR_BONSUCESSO","-378420864","-386017557","Fortaleza",,,"","TORRES"
"2252","POST17_CAM35_FIXALPR_BONSUCESSO","-378435347","-3860192675","Fortaleza",,,"","TORRES"
"2253","P18","-378563619","-385978014","Fortaleza",,,"","TORRES"
"2254","POST18_CAM18_LPTZ_BONSUCESSO","-37856384","-3859777682","Fortaleza",,,"","TORRES"
"2255","POST18_CAM38_FIXALPR_BONSUCESSO","-378559091","-3859772036","Fortaleza",,,"","TORRES"
"2256","P19","-378662078","-385946128","Fortaleza",,,"","TORRES"
"2257","POST19_CAM19_LPTZ_BONSUCESSO","-378662162","-3859461114","Fortaleza",,,"","TORRES"
"2258","P20","-378480918","-3858981343","Fortaleza",,,"","TORRES"
"2259","POST20_CAM20_LPTZ_BONSUCESSO","-378489037","-3858977609","Fortaleza",,,"","TORRES"
"2260","POST20_CAM39_FIXALPR_BONSUCESSO","-378479107","-3858977741","Fortaleza",,,"","TORRES"
"2261","POST20_CAM40_FIXALPR_BONSUCESSO","-378462815","-3858961538","Fortaleza",,,"","TORRES"
"2262","BASE PMPU CE040","-384920411","-3847627097","Fortaleza",,,"","TORRES"
"2263","POST20_CAM20_LPTZ_ POR DO SOL","-383907222","-3847941389","Fortaleza",,,"","TORRES"
"2264","P20","-383907926","-3847949558","Fortaleza",,,"","TORRES"
"2265","POST20_CAM38_FIXALPR_ POR DO SOL","-383914033","-3847937801","Fortaleza",,,"","TORRES"
"2266","POST19_CAM19_LPTZ_ POR DO SOL","-384339172","-3847178401","Fortaleza",,,"","TORRES"
"2267","P19","-384343056","-3847179167","Fortaleza",,,"","TORRES"
"2268","POST19_CAM35_FIXALPR_ POR DO SOL","-384343375","-3847183121","Fortaleza",,,"","TORRES"
"2269","POST19_CAM36_FIXALPR_ POR DO SOL","-384351091","-3847180689","Fortaleza",,,"","TORRES"
"2270","POST19_CAM37_FIXALPR_ POR DO SOL","-384343498","-38471771","Fortaleza",,,"","TORRES"
"2271","POST18_CAM18_LPTZ_ POR DO SOL","-385315075","-38474373","Fortaleza",,,"","TORRES"
"2272","POST18_CAM33_FIXALPR_ POR DO SOL","-385319214","-3847434879","Fortaleza",,,"","TORRES"
"2273","POST18_CAM33_FIXALPR_ POR DO SOL","-385319167","-3847435833","Fortaleza",,,"","TORRES"
"2274","P18","-385318061","-3847442356","Fortaleza",,,"","TORRES"
"2275","P17","-385736078","-3847944903","Fortaleza",,,"","TORRES"
"2276","POST17_CAM17_LPTZ_ POR DO SOL","-385745833","-3847948056","Fortaleza",,,"","TORRES"
"2277","POST16_CAM31_FIXALPR_ POR DO SOL","-3846562829999999","-3848225309","Fortaleza",,,"","TORRES"
"2278","POST16_CAM32_FIXALPR_ POR DO SOL","-384656944","-3848224444","Fortaleza",,,"","TORRES"
"2279","P16","-384662428","-3848230469","Fortaleza",,,"","TORRES"
"2280","POST16_CAM16_LPTZ_ POR DO SOL","-384659301","-3848227843","Fortaleza",,,"","TORRES"
"2281","P15","-385170556","-3848142222","Fortaleza",,,"","TORRES"
"2282","POST15_CAM15_LPTZ_ POR DO SOL","-385165993","-3848139837","Fortaleza",,,"","TORRES"
"2283","POST14_CAM29_FIXALPR_ POR DO SOL","-385077516","-3848279518","Fortaleza",,,"","TORRES"
"2284","POST14_CAM30_FIXALPR_ POR DO SOL","-3850793579999999","-3848280091","Fortaleza",,,"","TORRES"
"2285","P14","-385082731","-3848285188","Fortaleza",,,"","TORRES"
"2286","POST14_CAM14_LPTZ_ POR DO SOL","-385079444","-3848283889","Fortaleza",,,"","TORRES"
"2287","POST13_CAM27_FIXALPR_ POR DO SOL","-384285014","-3848080183","Fortaleza",,,"","TORRES"
"2288","POST13_CAM28_FIXALPR_ POR DO SOL","-384282801","-3848075959","Fortaleza",,,"","TORRES"
"2289","P13","-384282222","-3848095556","Fortaleza",,,"","TORRES"
"2290","POST13_CAM13_LPTZ_ POR DO SOL","-384281402","-384808578","Fortaleza",,,"","TORRES"
"2291","POST12_CAM25_FIXALPR_ POR DO SOL","-384836211","-3847299051","Fortaleza",,,"","TORRES"
"2292","POST12_CAM26_FIXALPR_ POR DO SOL","-384837055","-3847301162","Fortaleza",,,"","TORRES"
"2293","P12","-384835278","-3847304167","Fortaleza",,,"","TORRES"
"2294","POST12_CAM12_LPTZ_ POR DO SOL","-384832335","-3847299414","Fortaleza",,,"","TORRES"
"2295","P11","-384387222","-3847403889","Fortaleza",,,"","TORRES"
"2296","POST11_CAM11_LPTZ_ POR DO SOL","-384400635","-3847398855","Fortaleza",,,"","TORRES"
"2297","P10","-384481389","-3847505556","Fortaleza",,,"","TORRES"
"2298","POST10_CAM10_LPTZ_ POR DO SOL","-384481812","-3847502231","Fortaleza",,,"","TORRES"
"2299","POST08_CAM23_FIXALPR_ POR DO SOL","-384742778","-3846976111","Fortaleza",,,"","TORRES"
"2300","POST08_CAM24_FIXALPR_ POR DO SOL","-384785251","-3846992353","Fortaleza",,,"","TORRES"
"2301","P07","-385018611","-3847252222","Fortaleza",,,"","TORRES"
"2302","POST07_CAM07_LPTZ_ POR DO SOL","-385008878","-3847252192","Fortaleza",,,"","TORRES"
"2303","P06","-385152677","-384750704","Fortaleza",,,"","TORRES"
"2304","POST06_CAM06_LPTZ_ POR DO SOL","-385149722","-3847499722","Fortaleza",,,"","TORRES"
"2305","P05","-385340833","-3847902222","Fortaleza",,,"","TORRES"
"2306","POST05_CAM05_LPTZ_ POR DO SOL","-385337808","-3847900407","Fortaleza",,,"","TORRES"
"2307","P04","-384899171","-3848038656","Fortaleza",,,"","TORRES"
"2308","POST04_CAM04_LPTZ_ POR DO SOL","-384894167","-3848037778","Fortaleza",,,"","TORRES"
"2309","P03","-384701667","-3847758056","Fortaleza",,,"","TORRES"
"2310","POST03_CAM03_LPTZ_ POR DO SOL","-384697923","-3847753474","Fortaleza",,,"","TORRES"
"2311","P02","-3846152780000000,5","-3847466111","Fortaleza",,,"","TORRES"
"2312","POST02_CAM02_LPTZ_ POR DO SOL","-38461482","-3847460124","Fortaleza",,,"","TORRES"
"2313","POST01_CAM22_FIXALPR_ POR DO SOL","-384903094","-3847636966","Fortaleza",,,"","TORRES"
"2314","POST01_CAM21_FIXALPR_ POR DO SOL","-384921748","-384762601","Fortaleza",,,"","TORRES"
"2315","P01","-384903121","-3847645691","Fortaleza",,,"","TORRES"
"2316","POST01_CAM01_LPTZ_ POR DO SOL","-384901667","-3847639167","Fortaleza",,,"","TORRES"
"2317","TORRE PANAMERICANO","-3755697561418105","-3856826467804448,5","Fortaleza",,,"","TORRES"
"2318","TORRE PANAMERICANO","-3755639424846804","-3856809926696869","Fortaleza",,,"","TORRES"
"2319","P02","-3753703789231734","-3856523344766039","Fortaleza",,,"","TORRES"
"2320","P03","-3755745678590990,5","-3856579807736841","Fortaleza",,,"","TORRES"
"2321","P01","-3755415002184483","-3856803337376492","Fortaleza",,,"","TORRES"
"2323","P11","-3761382904429416,5","-3857197688259184","Fortaleza",,,"","TORRES"
"2325","P10","-3762757017524777","-3856911968222359","Fortaleza",,,"","TORRES"
"2326","P12","-375988043887347","-385742404643246","Fortaleza",,,"","TORRES"
"2327","P14","-3752042780648107","-3857246581998496","Fortaleza",,,"","TORRES"
"2328","P17","-37493087573587","-3856986093807688","Fortaleza",,,"","TORRES"
"2329","P07","-3752087831737063","-3856875799904893","Fortaleza",,,"","TORRES"
"2330","P04","-3757277562242079","-3856591611397825","Fortaleza",,,"","TORRES"
"2331","P05","-3759557388459496","-3856605007299503","Fortaleza",,,"","TORRES"
"2332","P08","-3756282777601133","-385619546796211","Fortaleza",,,"","TORRES"
"2333","P15","-3751533007845269","-3856262218389942","Fortaleza",,,"","TORRES"
"2334","P16","-3749854203229793","-385745696150309","Fortaleza",,,"","TORRES"
"2335","P18","-3759355128888828","-3856799488607658,5","Fortaleza",,,"","TORRES"
"2336","P19","-3757176780516908,5","-3855911350674949","Fortaleza",,,"","TORRES"
"2337","P13","-3755051261035662","-3856943782724059","Fortaleza",,,"","TORRES"
"2338","P09","-376105868713807","-3856826433614999","Fortaleza",,,"","TORRES"
"2339","P01","-382568659","-3857934399","Fortaleza",,,"","TORRES"
"2340","P02","-382354903","-3857860397","Fortaleza",,,"","TORRES"
"2341","P03","-382322778","-3858413611","Fortaleza",,,"","TORRES"
"2342","P04","-383166679","-3857623361","Fortaleza",,,"","TORRES"
"2343","P05","-382727913","-3857310787","Fortaleza",,,"","TORRES"
"2344","P06","-382502222","-3857036389","Fortaleza",,,"","TORRES"
"2345","P07","-3821111109999999","-3858231667","Fortaleza",,,"","TORRES"
"2346","P08","-3825316190000001","-3858676593","Fortaleza",,,"","TORRES"
"2347","P09","-38298","-3858399444","Fortaleza",,,"","TORRES"
"2348","P10","-383214444","-3858135278","Fortaleza",,,"","TORRES"
"2349","P11","-382525","-3857593333","Fortaleza",,,"","TORRES"
"2350","P12","-3819830560000001,5","-3857721389","Fortaleza",,,"","TORRES"
"2351","P13","-382949722","-3857974722","Fortaleza",,,"","TORRES"
"2352","P14","-382607778","-3858128889","Fortaleza",,,"","TORRES"
"2353","P15","-381753056","-3858088056","Fortaleza",,,"","TORRES"
"2354","P16","-382349167","-3857949167","Fortaleza",,,"","TORRES"
"2355","P17","-382781175","-3857700845","Fortaleza",,,"","TORRES"
"2356","P18","-3823842040000001","-3857459178","Fortaleza",,,"","TORRES"
"2357","P19","-382981667","-3857410278","Fortaleza",,,"","TORRES"
"2358","P20","-383333889","-3857907778","Fortaleza",,,"","TORRES"
"2359","P09 sitios novos","-373421788","-3894624386","Caucaia",,,"","TORRES"
"2360","P 02 Trairi wifi","-327746113","-3926811766","Trairi",,,"","TORRES"
"2361","P 01 Trairi wifi","-327789594","-392677284","Trairi",,,"","TORRES"
"2362","P 05 Trairi wifi","-327667351","-3926611673","Trairi",,,"","TORRES"
"2363","P 04 Trairi wi-fi","-327386447","-392676875","Trairi",,,"","TORRES"
"2364","TORRE MONDUBIM","-382587915","-3857945137","Fortaleza",,,"","TORRES"
"2365","mais infancia-pirambu","-37084159","-3856526054","Fortaleza",,,"","TORRES"
"2366","mais infancia-joao 23","-377508295","-3858309221","Fortaleza",,,"","TORRES"
"2367","TORRE JOSE WALTER","-3827850900000001","-3855974591","Fortaleza",,,"","TORRES"
"2368","P01","-38332829","-3856069657","Fortaleza",,,"","TORRES"
"2369","P02","-383109167","-3855765833","Fortaleza",,,"","TORRES"
"2370","P03","-383412778","-3855844722","Fortaleza",,,"","TORRES"
"2371","P04","-382786111","-38559475","Fortaleza",,,"","TORRES"
"2372","P05","-382955435","-3855760823","Fortaleza",,,"","TORRES"
"2373","P06","-382911944","-3855439167","Fortaleza",,,"","TORRES"
"2374","P07","-382675833","-3855570833","Fortaleza",,,"","TORRES"
"2375","P08","-38306","-3856084444","Fortaleza",,,"","TORRES"
"2376","P09","-382560278","-38559075","Fortaleza",,,"","TORRES"
"2377","P10","-382623333","-3856305","Fortaleza",,,"","TORRES"
"2378","P11","-382927222","-3856403056","Fortaleza",,,"","TORRES"
"2379","P12","-383263889","-3856605278","Fortaleza",,,"","TORRES"
"2380","P13","-383539444","-3856438889","Fortaleza",,,"","TORRES"
"2381","P14","-383674444","-3856145833","Fortaleza",,,"","TORRES"
"2382","P15","-383753611","-3855846389","Fortaleza",,,"","TORRES"
"2383","P16","-383910833","-3855488889","Fortaleza",,,"","TORRES"
"2384","P17","-383528056","-3855381111","Fortaleza",,,"","TORRES"
"2385","P18","-383261389","-3855300278","Fortaleza",,,"","TORRES"
"2386","P19","-382792778","-3855158056","Fortaleza",,,"","TORRES"
"2387","P20","-382650278","-38554275","Fortaleza",,,"","TORRES"
